29328
20200624093715,10.0.0.5,49604,10.0.0.6,5001,3,0.0-1.0,917504,7340032
20200624093716,10.0.0.5,49604,10.0.0.6,5001,3,1.0-2.0,1179648,9437184
20200624093717,10.0.0.5,49604,10.0.0.6,5001,3,2.0-3.0,1179648,9437184
20200624093718,10.0.0.5,49604,10.0.0.6,5001,3,3.0-4.0,1179648,9437184
20200624093719,10.0.0.5,49604,10.0.0.6,5001,3,4.0-5.0,1310720,10485760
20200624093720,10.0.0.5,49604,10.0.0.6,5001,3,5.0-6.0,1179648,9437184
20200624093721,10.0.0.5,49604,10.0.0.6,5001,3,6.0-7.0,1310720,10485760
20200624093722,10.0.0.5,49604,10.0.0.6,5001,3,7.0-8.0,1179648,9437184
20200624093723,10.0.0.5,49604,10.0.0.6,5001,3,8.0-9.0,1310720,10485760
20200624093724,10.0.0.5,49604,10.0.0.6,5001,3,9.0-10.0,1179648,9437184
20200624093725,10.0.0.5,49604,10.0.0.6,5001,3,10.0-11.0,1179648,9437184
20200624093726,10.0.0.5,49604,10.0.0.6,5001,3,11.0-12.0,1179648,9437184
20200624093727,10.0.0.5,49604,10.0.0.6,5001,3,12.0-13.0,1179648,9437184
20200624093728,10.0.0.5,49604,10.0.0.6,5001,3,13.0-14.0,1179648,9437184
20200624093729,10.0.0.5,49604,10.0.0.6,5001,3,14.0-15.0,1179648,9437184
20200624093730,10.0.0.5,49604,10.0.0.6,5001,3,15.0-16.0,1179648,9437184
20200624093731,10.0.0.5,49604,10.0.0.6,5001,3,16.0-17.0,1179648,9437184
20200624093732,10.0.0.5,49604,10.0.0.6,5001,3,17.0-18.0,1179648,9437184
20200624093733,10.0.0.5,49604,10.0.0.6,5001,3,18.0-19.0,1179648,9437184
20200624093734,10.0.0.5,49604,10.0.0.6,5001,3,19.0-20.0,1310720,10485760
20200624093735,10.0.0.5,49604,10.0.0.6,5001,3,20.0-21.0,1179648,9437184
20200624093736,10.0.0.5,49604,10.0.0.6,5001,3,21.0-22.0,1179648,9437184
20200624093737,10.0.0.5,49604,10.0.0.6,5001,3,22.0-23.0,1179648,9437184
20200624093738,10.0.0.5,49604,10.0.0.6,5001,3,23.0-24.0,1179648,9437184
20200624093739,10.0.0.5,49604,10.0.0.6,5001,3,24.0-25.0,1179648,9437184
20200624093740,10.0.0.5,49604,10.0.0.6,5001,3,25.0-26.0,1179648,9437184
20200624093741,10.0.0.5,49604,10.0.0.6,5001,3,26.0-27.0,1179648,9437184
20200624093742,10.0.0.5,49604,10.0.0.6,5001,3,27.0-28.0,1179648,9437184
20200624093743,10.0.0.5,49604,10.0.0.6,5001,3,28.0-29.0,1310720,10485760
20200624093744,10.0.0.5,49604,10.0.0.6,5001,3,29.0-30.0,1179648,9437184
20200624093744,10.0.0.5,49604,10.0.0.6,5001,3,0.0-30.2,35913728,9511497
