29306
20200624093645,10.0.0.4,41067,10.0.0.6,5001,3,0.0-1.0,1048576,8388608
20200624093646,10.0.0.4,41067,10.0.0.6,5001,3,1.0-2.0,1310720,10485760
20200624093647,10.0.0.4,41067,10.0.0.6,5001,3,2.0-3.0,1179648,9437184
20200624093648,10.0.0.4,41067,10.0.0.6,5001,3,3.0-4.0,1179648,9437184
20200624093649,10.0.0.4,41067,10.0.0.6,5001,3,4.0-5.0,1179648,9437184
20200624093650,10.0.0.4,41067,10.0.0.6,5001,3,5.0-6.0,1179648,9437184
20200624093651,10.0.0.4,41067,10.0.0.6,5001,3,6.0-7.0,1310720,10485760
20200624093652,10.0.0.4,41067,10.0.0.6,5001,3,7.0-8.0,1179648,9437184
20200624093653,10.0.0.4,41067,10.0.0.6,5001,3,8.0-9.0,1310720,10485760
20200624093654,10.0.0.4,41067,10.0.0.6,5001,3,9.0-10.0,1179648,9437184
20200624093655,10.0.0.4,41067,10.0.0.6,5001,3,10.0-11.0,1179648,9437184
20200624093656,10.0.0.4,41067,10.0.0.6,5001,3,11.0-12.0,1179648,9437184
20200624093657,10.0.0.4,41067,10.0.0.6,5001,3,12.0-13.0,1179648,9437184
20200624093658,10.0.0.4,41067,10.0.0.6,5001,3,13.0-14.0,1310720,10485760
20200624093659,10.0.0.4,41067,10.0.0.6,5001,3,14.0-15.0,1179648,9437184
20200624093700,10.0.0.4,41067,10.0.0.6,5001,3,15.0-16.0,1048576,8388608
20200624093701,10.0.0.4,41067,10.0.0.6,5001,3,16.0-17.0,1310720,10485760
20200624093702,10.0.0.4,41067,10.0.0.6,5001,3,17.0-18.0,1179648,9437184
20200624093703,10.0.0.4,41067,10.0.0.6,5001,3,18.0-19.0,1179648,9437184
20200624093704,10.0.0.4,41067,10.0.0.6,5001,3,19.0-20.0,1310720,10485760
20200624093705,10.0.0.4,41067,10.0.0.6,5001,3,20.0-21.0,1048576,8388608
20200624093706,10.0.0.4,41067,10.0.0.6,5001,3,21.0-22.0,1179648,9437184
20200624093707,10.0.0.4,41067,10.0.0.6,5001,3,22.0-23.0,1310720,10485760
20200624093708,10.0.0.4,41067,10.0.0.6,5001,3,23.0-24.0,1179648,9437184
20200624093709,10.0.0.4,41067,10.0.0.6,5001,3,24.0-25.0,1179648,9437184
20200624093710,10.0.0.4,41067,10.0.0.6,5001,3,25.0-26.0,1179648,9437184
20200624093711,10.0.0.4,41067,10.0.0.6,5001,3,26.0-27.0,1179648,9437184
20200624093712,10.0.0.4,41067,10.0.0.6,5001,3,27.0-28.0,1179648,9437184
20200624093713,10.0.0.4,41067,10.0.0.6,5001,3,28.0-29.0,1179648,9437184
20200624093714,10.0.0.4,41067,10.0.0.6,5001,3,29.0-30.0,1310720,10485760
20200624093714,10.0.0.4,41067,10.0.0.6,5001,3,0.0-30.3,36175872,9540417
