7043
20200624034632,10.0.0.2,56314,10.0.0.1,5001,3,0.0-1.0,786432,6291456
20200624034633,10.0.0.2,56314,10.0.0.1,5001,3,1.0-2.0,2359296,18874368
20200624034634,10.0.0.2,56314,10.0.0.1,5001,3,2.0-3.0,5505024,44040192
20200624034635,10.0.0.2,56314,10.0.0.1,5001,3,3.0-4.0,5898240,47185920
20200624034636,10.0.0.2,56314,10.0.0.1,5001,3,4.0-5.0,6029312,48234496
20200624034637,10.0.0.2,56314,10.0.0.1,5001,3,5.0-6.0,5898240,47185920
20200624034638,10.0.0.2,56314,10.0.0.1,5001,3,6.0-7.0,5898240,47185920
20200624034639,10.0.0.2,56314,10.0.0.1,5001,3,7.0-8.0,6029312,48234496
20200624034640,10.0.0.2,56314,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20200624034641,10.0.0.2,56314,10.0.0.1,5001,3,9.0-10.0,6160384,49283072
20200624034642,10.0.0.2,56314,10.0.0.1,5001,3,10.0-11.0,5898240,47185920
20200624034643,10.0.0.2,56314,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20200624034644,10.0.0.2,56314,10.0.0.1,5001,3,12.0-13.0,6029312,48234496
20200624034645,10.0.0.2,56314,10.0.0.1,5001,3,13.0-14.0,5898240,47185920
20200624034646,10.0.0.2,56314,10.0.0.1,5001,3,14.0-15.0,6160384,49283072
20200624034647,10.0.0.2,56314,10.0.0.1,5001,3,15.0-16.0,5898240,47185920
20200624034648,10.0.0.2,56314,10.0.0.1,5001,3,16.0-17.0,5898240,47185920
20200624034649,10.0.0.2,56314,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20200624034650,10.0.0.2,56314,10.0.0.1,5001,3,18.0-19.0,6029312,48234496
20200624034651,10.0.0.2,56314,10.0.0.1,5001,3,19.0-20.0,6160384,49283072
20200624034652,10.0.0.2,56314,10.0.0.1,5001,3,20.0-21.0,5898240,47185920
20200624034653,10.0.0.2,56314,10.0.0.1,5001,3,21.0-22.0,5898240,47185920
20200624034654,10.0.0.2,56314,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20200624034655,10.0.0.2,56314,10.0.0.1,5001,3,23.0-24.0,6029312,48234496
20200624034656,10.0.0.2,56314,10.0.0.1,5001,3,24.0-25.0,5898240,47185920
20200624034657,10.0.0.2,56314,10.0.0.1,5001,3,25.0-26.0,6160384,49283072
20200624034658,10.0.0.2,56314,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20200624034659,10.0.0.2,56314,10.0.0.1,5001,3,27.0-28.0,5898240,47185920
20200624034700,10.0.0.2,56314,10.0.0.1,5001,3,28.0-29.0,6029312,48234496
20200624034701,10.0.0.2,56314,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
20200624034702,10.0.0.2,56314,10.0.0.1,5001,3,30.0-31.0,6160384,49283072
20200624034703,10.0.0.2,56314,10.0.0.1,5001,3,31.0-32.0,5898240,47185920
20200624034704,10.0.0.2,56314,10.0.0.1,5001,3,32.0-33.0,5898240,47185920
20200624034705,10.0.0.2,56314,10.0.0.1,5001,3,33.0-34.0,6029312,48234496
20200624034706,10.0.0.2,56314,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20200624034707,10.0.0.2,56314,10.0.0.1,5001,3,35.0-36.0,5898240,47185920
20200624034708,10.0.0.2,56314,10.0.0.1,5001,3,36.0-37.0,6160384,49283072
20200624034709,10.0.0.2,56314,10.0.0.1,5001,3,37.0-38.0,6029312,48234496
20200624034710,10.0.0.2,56314,10.0.0.1,5001,3,38.0-39.0,5767168,46137344
20200624034711,10.0.0.2,56314,10.0.0.1,5001,3,39.0-40.0,5898240,47185920
