1132
20200624095259,10.0.0.3,36424,10.0.0.4,5001,3,0.0-1.0,1310720,10485760
20200624095300,10.0.0.3,36424,10.0.0.4,5001,3,1.0-2.0,1310720,10485760
20200624095301,10.0.0.3,36424,10.0.0.4,5001,3,2.0-3.0,1179648,9437184
20200624095302,10.0.0.3,36424,10.0.0.4,5001,3,3.0-4.0,1179648,9437184
20200624095303,10.0.0.3,36424,10.0.0.4,5001,3,4.0-5.0,1179648,9437184
20200624095303,10.0.0.3,36424,10.0.0.4,5001,3,5.0-6.0,1179648,9437184
20200624095305,10.0.0.3,36424,10.0.0.4,5001,3,6.0-7.0,1310720,10485760
20200624095306,10.0.0.3,36424,10.0.0.4,5001,3,7.0-8.0,1179648,9437184
20200624095307,10.0.0.3,36424,10.0.0.4,5001,3,8.0-9.0,1310720,10485760
20200624095308,10.0.0.3,36424,10.0.0.4,5001,3,9.0-10.0,1179648,9437184
20200624095309,10.0.0.3,36424,10.0.0.4,5001,3,10.0-11.0,1179648,9437184
20200624095310,10.0.0.3,36424,10.0.0.4,5001,3,11.0-12.0,1179648,9437184
20200624095311,10.0.0.3,36424,10.0.0.4,5001,3,12.0-13.0,1310720,10485760
20200624095311,10.0.0.3,36424,10.0.0.4,5001,3,13.0-14.0,1048576,8388608
20200624095313,10.0.0.3,36424,10.0.0.4,5001,3,14.0-15.0,1179648,9437184
20200624095314,10.0.0.3,36424,10.0.0.4,5001,3,15.0-16.0,1179648,9437184
20200624095315,10.0.0.3,36424,10.0.0.4,5001,3,16.0-17.0,1310720,10485760
20200624095316,10.0.0.3,36424,10.0.0.4,5001,3,17.0-18.0,1179648,9437184
20200624095317,10.0.0.3,36424,10.0.0.4,5001,3,18.0-19.0,1179648,9437184
20200624095318,10.0.0.3,36424,10.0.0.4,5001,3,19.0-20.0,1179648,9437184
20200624095319,10.0.0.3,36424,10.0.0.4,5001,3,20.0-21.0,1179648,9437184
20200624095320,10.0.0.3,36424,10.0.0.4,5001,3,21.0-22.0,1310720,10485760
20200624095320,10.0.0.3,36424,10.0.0.4,5001,3,22.0-23.0,1048576,8388608
20200624095321,10.0.0.3,36424,10.0.0.4,5001,3,23.0-24.0,1179648,9437184
20200624095323,10.0.0.3,36424,10.0.0.4,5001,3,24.0-25.0,1179648,9437184
20200624095324,10.0.0.3,36424,10.0.0.4,5001,3,25.0-26.0,1310720,10485760
20200624095325,10.0.0.3,36424,10.0.0.4,5001,3,26.0-27.0,1179648,9437184
20200624095326,10.0.0.3,36424,10.0.0.4,5001,3,27.0-28.0,1179648,9437184
20200624095327,10.0.0.3,36424,10.0.0.4,5001,3,28.0-29.0,1179648,9437184
20200624095328,10.0.0.3,36424,10.0.0.4,5001,3,29.0-30.0,1179648,9437184
20200624095328,10.0.0.3,36424,10.0.0.4,5001,3,0.0-30.2,36306944,9628828
